student_id,python_score,sql_score,excel_score,stats_score,ml_score,powerbi_score,comm_score,aptitude_score,cgpa,projects_count,internships_count,certifications_count,target_role,placement_status,gender,college_tier,socioeconomic_status
STU_0713,83,68,54,78,85,58,55,71,6.98,4,0,1,Data Scientist,Not Placed,Male,Tier 2,Rural
STU_0714,60,69,92,67,61,78,86,77,7.61,3,0,1,Business Analyst,Not Placed,Male,Tier 3,Rural
STU_0715,58,50,89,65,41,72,98,88,7.29,3,0,3,Business Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0716,82,81,73,91,78,58,87,82,8.06,3,1,4,Data Science Intern,Placed,Male,Tier 3,Urban
STU_0717,49,68,78,58,57,81,65,74,7.17,4,1,3,BI Analyst,Placed,Female,Tier 2,Urban
STU_0718,80,72,69,74,71,70,72,70,7.38,3,1,4,Data Science Intern,Placed,Female,Tier 1,Semi-Urban
STU_0719,64,56,87,47,39,69,58,69,6.32,1,1,3,Data Analyst,Not Placed,Male,Tier 2,Urban
STU_0720,74,66,46,76,81,47,54,66,6.22,3,0,2,ML Intern,Not Placed,Male,Tier 2,Semi-Urban
STU_0721,81,84,65,73,79,67,79,70,7.79,3,1,4,Data Science Intern,Placed,Male,Tier 2,Semi-Urban
STU_0722,57,86,82,75,55,92,74,79,8.3,3,2,2,Data Analyst,Placed,Female,Tier 2,Urban
STU_0723,57,77,74,66,40,82,60,54,5.73,3,0,2,Data Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0724,54,71,80,76,39,86,58,70,6.35,3,0,2,BI Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0725,78,71,52,89,89,58,59,88,7.4,3,0,2,Data Scientist,Placed,Female,Tier 1,Urban
STU_0726,52,65,83,55,57,85,80,82,7.57,3,1,3,BI Analyst,Not Placed,Female,Tier 3,Urban
STU_0727,49,74,75,75,43,69,68,62,6.07,1,0,4,Data Analyst,Not Placed,Female,Tier 2,Rural
STU_0728,59,70,97,54,48,88,90,62,7.63,3,2,2,BI Analyst,Placed,Male,Tier 3,Urban
STU_0729,63,65,85,50,47,64,92,70,6.85,3,1,2,Business Analyst,Not Placed,Male,Tier 2,Urban
STU_0730,61,78,73,73,56,87,55,78,7.36,3,0,3,Data Analyst,Not Placed,Male,Tier 1,Urban
STU_0731,84,81,97,69,44,78,79,66,7.21,2,0,2,Data Analyst,Not Placed,Female,Tier 2,Urban
STU_0732,52,84,78,66,50,90,71,72,7.33,2,0,3,BI Analyst,Placed,Female,Tier 1,Semi-Urban
STU_0733,77,75,47,84,82,49,56,64,7.13,3,1,2,ML Intern,Placed,Female,Tier 1,Urban
STU_0734,71,68,57,85,89,54,59,65,6.91,3,0,2,Data Scientist,Placed,Male,Tier 3,Rural
STU_0735,53,72,93,65,49,84,87,84,7.05,2,0,2,Business Analyst,Not Placed,Female,Tier 1,Urban
STU_0736,52,68,71,60,47,99,73,77,6.65,2,2,3,BI Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0737,45,58,73,53,48,71,91,80,7.52,2,0,1,Business Analyst,Not Placed,Male,Tier 1,Urban
STU_0738,61,99,85,79,53,99,89,80,8.02,2,1,3,BI Analyst,Placed,Male,Tier 2,Rural
STU_0739,70,79,72,91,88,48,63,82,7.11,4,1,2,Data Scientist,Placed,Female,Tier 3,Semi-Urban
STU_0740,52,70,81,62,44,63,67,82,6.67,3,0,0,Business Analyst,Not Placed,Male,Tier 2,Rural
STU_0741,90,75,51,92,83,66,83,63,7.56,4,1,2,Data Scientist,Placed,Female,Tier 2,Semi-Urban
STU_0742,43,59,93,46,58,71,83,77,7.16,1,0,2,Business Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0743,59,94,76,70,51,86,99,79,7.34,3,1,3,BI Analyst,Placed,Male,Tier 1,Rural
STU_0744,91,86,51,99,65,54,64,82,7.97,4,2,2,Data Scientist,Placed,Female,Tier 3,Urban
STU_0745,51,60,83,52,33,77,90,91,7.14,3,0,2,Business Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0746,70,79,65,86,80,66,68,81,7.53,3,0,3,Data Science Intern,Placed,Male,Tier 1,Urban
STU_0747,47,49,66,50,49,73,69,63,6.12,2,1,3,Business Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0748,89,62,58,74,88,47,69,72,6.43,3,0,1,Data Scientist,Placed,Female,Tier 1,Rural
STU_0749,70,51,43,67,66,48,54,70,6.33,2,0,4,Data Science Intern,Not Placed,Male,Tier 3,Rural
STU_0750,91,68,61,70,84,63,63,76,7.54,3,0,2,ML Intern,Placed,Female,Tier 1,Urban
STU_0751,88,80,95,89,58,93,69,74,8.14,4,2,2,Data Analyst,Placed,Female,Tier 1,Urban
STU_0752,88,89,85,98,81,82,77,90,8.71,5,0,2,Data Science Intern,Placed,Male,Tier 2,Urban
STU_0753,91,75,60,69,81,54,53,83,7.33,3,0,1,ML Intern,Placed,Male,Tier 2,Urban
STU_0754,59,67,78,73,63,76,91,84,7.47,2,1,1,Business Analyst,Placed,Female,Tier 3,Urban
STU_0755,57,72,71,66,61,58,58,52,5.74,1,1,3,Data Analyst,Not Placed,Male,Tier 2,Urban
STU_0756,65,73,64,64,58,88,73,70,7.2,3,0,3,BI Analyst,Not Placed,Female,Tier 3,Rural
STU_0757,93,58,49,71,73,44,66,74,6.34,3,0,3,ML Intern,Not Placed,Female,Tier 3,Semi-Urban
STU_0758,87,74,61,75,77,56,65,75,6.61,3,1,3,Data Scientist,Placed,Male,Tier 2,Semi-Urban
STU_0759,72,68,88,81,72,59,64,70,6.89,2,0,2,Data Science Intern,Not Placed,Other,Tier 3,Semi-Urban
STU_0760,56,64,64,55,47,82,83,57,6.69,2,0,1,BI Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0761,46,84,71,65,57,63,57,58,6.17,1,0,4,Data Analyst,Not Placed,Female,Tier 1,Rural
STU_0762,39,63,94,68,53,73,84,93,7.44,2,0,3,Business Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0763,41,59,80,66,47,57,71,79,6.94,2,0,2,Business Analyst,Not Placed,Female,Tier 1,Urban
STU_0764,57,78,87,65,50,93,72,83,6.96,2,0,3,BI Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0765,66,97,99,68,60,97,87,79,8.4,3,1,3,Data Analyst,Placed,Female,Tier 1,Rural
STU_0766,75,79,64,71,68,55,66,69,6.28,3,0,2,Data Scientist,Not Placed,Male,Tier 2,Urban
STU_0767,48,62,49,46,36,71,53,44,5.73,2,0,2,BI Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0768,51,85,86,69,40,76,76,73,6.92,3,0,3,BI Analyst,Not Placed,Male,Tier 2,Urban
STU_0769,59,52,83,65,54,83,92,88,7.71,3,1,2,Business Analyst,Placed,Female,Tier 1,Urban
STU_0770,66,95,90,72,56,96,87,82,8.69,4,0,3,BI Analyst,Placed,Male,Tier 3,Rural
STU_0771,59,86,76,57,52,62,54,66,6.13,2,0,3,Data Analyst,Not Placed,Female,Tier 1,Urban
STU_0772,62,73,78,60,47,96,82,72,7.6,2,0,3,BI Analyst,Not Placed,Female,Tier 3,Urban
STU_0773,56,70,88,70,44,81,65,66,6.55,2,2,2,Data Analyst,Placed,Female,Tier 3,Urban
STU_0774,53,56,81,60,41,76,98,74,7.08,2,0,1,Business Analyst,Not Placed,Male,Tier 2,Rural
STU_0775,57,78,90,70,63,99,75,70,8.27,4,0,3,BI Analyst,Placed,Female,Tier 1,Urban
STU_0776,57,76,69,48,48,80,63,56,5.97,2,1,2,Data Analyst,Not Placed,Male,Tier 1,Rural
STU_0777,52,53,93,62,33,71,90,79,7.22,2,1,2,Business Analyst,Not Placed,Female,Tier 3,Urban
STU_0778,86,61,61,75,72,50,72,73,8.02,3,0,2,ML Intern,Placed,Female,Tier 1,Rural
STU_0779,99,77,62,82,91,53,65,83,7.79,4,1,1,ML Intern,Placed,Male,Tier 1,Rural
STU_0780,79,60,46,94,90,53,55,79,7.74,2,0,2,ML Intern,Placed,Male,Tier 2,Urban
STU_0781,87,71,48,81,84,46,69,64,7.36,3,0,3,ML Intern,Not Placed,Male,Tier 2,Urban
STU_0782,87,79,51,76,78,58,63,77,6.73,3,0,2,Data Scientist,Placed,Male,Tier 1,Urban
STU_0783,65,60,72,68,59,76,78,80,7.8,2,1,2,Business Analyst,Placed,Female,Tier 2,Semi-Urban
STU_0784,40,65,72,56,36,71,81,80,7.05,4,0,2,Business Analyst,Not Placed,Male,Tier 2,Urban
STU_0785,65,78,88,71,48,98,75,72,7.25,2,0,2,Data Analyst,Not Placed,Female,Tier 1,Urban
STU_0786,83,84,62,76,61,59,65,72,7.04,2,2,2,Data Science Intern,Placed,Male,Tier 2,Urban
STU_0787,89,82,64,77,77,56,66,86,7.22,3,3,3,Data Scientist,Placed,Female,Tier 2,Urban
STU_0788,41,59,91,58,48,71,87,78,6.39,2,1,1,Business Analyst,Not Placed,Female,Tier 3,Urban
STU_0789,96,70,63,92,92,75,69,93,8.1,4,0,2,Data Scientist,Placed,Female,Tier 1,Rural
STU_0790,69,82,71,68,72,61,72,70,7.45,2,2,3,Data Science Intern,Placed,Male,Tier 2,Rural
STU_0791,51,83,70,65,41,82,54,57,6.68,2,0,4,Data Analyst,Not Placed,Female,Tier 2,Urban
STU_0792,99,79,78,97,87,51,72,83,8.0,4,1,1,Data Scientist,Placed,Male,Tier 2,Semi-Urban
STU_0793,89,83,50,85,83,62,65,57,6.47,3,0,1,Data Scientist,Placed,Male,Tier 1,Semi-Urban
STU_0794,82,56,49,82,85,55,61,61,7.0,3,1,2,ML Intern,Placed,Female,Tier 1,Semi-Urban
STU_0795,40,80,75,58,36,70,64,72,7.04,1,0,4,Data Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0796,64,99,77,75,55,98,78,85,8.5,4,1,3,BI Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0797,66,56,54,63,63,42,57,64,5.8,2,0,2,Data Science Intern,Not Placed,Female,Tier 2,Semi-Urban
STU_0798,99,99,81,99,99,76,85,78,8.92,5,1,2,Data Scientist,Placed,Female,Tier 3,Semi-Urban
STU_0799,89,62,69,83,90,62,70,71,7.48,4,1,2,ML Intern,Placed,Male,Tier 2,Urban
STU_0800,75,71,53,71,70,62,58,82,7.42,2,0,2,Data Science Intern,Not Placed,Male,Tier 2,Urban
STU_0801,85,68,57,72,89,47,55,78,6.53,4,0,1,ML Intern,Not Placed,Female,Tier 2,Urban
STU_0802,75,89,88,66,41,91,85,83,7.54,1,0,4,Data Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0803,85,70,55,74,84,73,68,81,7.62,4,0,3,Data Scientist,Placed,Female,Tier 2,Urban
STU_0804,99,68,72,96,88,49,70,75,7.69,3,3,2,ML Intern,Placed,Female,Tier 2,Semi-Urban
STU_0805,79,88,72,88,75,52,70,75,7.48,4,0,1,Data Scientist,Placed,Female,Tier 2,Urban
STU_0806,84,76,60,89,79,48,68,78,7.69,3,1,2,ML Intern,Placed,Male,Tier 3,Rural
STU_0807,85,74,78,78,77,59,67,78,7.29,2,1,3,Data Science Intern,Not Placed,Female,Tier 3,Urban
STU_0808,85,77,64,85,53,51,72,71,6.8,3,1,3,Data Science Intern,Placed,Male,Tier 2,Semi-Urban
STU_0809,89,76,63,77,85,64,74,90,6.78,2,1,2,Data Scientist,Placed,Male,Tier 2,Semi-Urban
STU_0810,69,90,74,70,56,92,69,82,7.47,4,2,2,Data Analyst,Placed,Male,Tier 2,Urban
STU_0811,77,74,70,75,70,52,69,71,7.65,2,0,3,Data Science Intern,Not Placed,Female,Tier 1,Urban
STU_0812,37,68,68,49,41,76,57,52,5.5,0,0,1,BI Analyst,Not Placed,Female,Tier 3,Rural
STU_0813,68,90,94,80,51,81,76,81,7.87,3,1,1,Data Analyst,Placed,Male,Tier 1,Urban
STU_0814,82,72,57,68,73,66,61,73,7.68,3,0,4,Data Science Intern,Placed,Male,Tier 2,Rural
STU_0815,61,71,86,59,57,82,66,66,6.78,3,0,3,BI Analyst,Not Placed,Male,Tier 2,Rural
STU_0816,82,71,56,85,79,56,51,77,6.8,2,0,2,Data Scientist,Not Placed,Male,Tier 2,Semi-Urban
STU_0817,90,94,59,76,92,66,64,70,7.78,5,2,2,Data Scientist,Placed,Female,Tier 2,Semi-Urban
STU_0818,66,77,70,61,62,73,86,83,7.98,3,1,2,Business Analyst,Placed,Female,Tier 3,Semi-Urban
STU_0819,50,65,84,50,50,81,53,59,7.2,2,0,3,Data Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0820,61,68,81,71,56,76,80,79,6.75,3,1,2,Business Analyst,Placed,Female,Tier 1,Rural
STU_0821,53,74,80,46,32,82,65,60,6.41,2,0,2,BI Analyst,Not Placed,Female,Tier 2,Urban
STU_0822,42,75,73,66,46,70,70,53,6.18,2,0,3,Data Analyst,Not Placed,Male,Tier 1,Urban
STU_0823,51,46,75,48,48,68,82,69,6.23,3,0,1,Business Analyst,Not Placed,Male,Tier 1,Urban
STU_0824,52,61,91,57,59,64,83,97,7.45,3,1,2,Business Analyst,Placed,Male,Tier 1,Semi-Urban
STU_0825,87,71,66,85,80,55,92,79,7.82,4,1,3,Data Scientist,Placed,Male,Tier 1,Urban
STU_0826,62,86,72,72,66,70,69,60,7.31,3,0,2,Data Science Intern,Not Placed,Female,Tier 2,Rural
STU_0827,67,62,99,73,41,83,84,70,6.99,2,1,3,Business Analyst,Not Placed,Female,Tier 2,Urban
STU_0828,49,68,83,60,56,75,81,88,8.42,2,1,2,Business Analyst,Placed,Female,Tier 1,Rural
STU_0829,84,46,54,78,83,53,54,73,6.81,2,0,3,ML Intern,Not Placed,Male,Tier 3,Urban
STU_0830,75,81,77,79,78,55,69,70,7.4,3,0,2,Data Scientist,Placed,Male,Tier 1,Urban
STU_0831,57,72,92,51,56,83,95,87,7.2,2,1,3,Business Analyst,Placed,Female,Tier 3,Urban
STU_0832,90,88,78,81,94,61,69,68,7.64,3,1,1,Data Scientist,Placed,Female,Tier 2,Urban
STU_0833,66,80,82,66,55,81,75,64,7.76,3,0,3,Data Analyst,Placed,Male,Tier 1,Semi-Urban
STU_0834,55,88,78,80,57,86,82,71,6.86,3,0,3,Data Analyst,Not Placed,Female,Tier 3,Rural
STU_0835,82,84,66,84,94,58,68,78,6.94,4,0,2,Data Scientist,Placed,Female,Tier 2,Urban
STU_0836,48,68,99,69,51,76,93,91,8.02,4,2,3,Business Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0837,78,69,67,78,62,63,52,75,7.76,2,0,2,Data Science Intern,Not Placed,Male,Tier 2,Urban
STU_0838,51,63,77,58,51,78,80,77,6.7,3,0,1,Business Analyst,Not Placed,Female,Tier 3,Urban
STU_0839,93,64,57,93,88,60,54,75,7.39,4,2,2,Data Scientist,Placed,Female,Tier 2,Semi-Urban
STU_0840,78,67,44,67,67,55,55,71,6.6,3,0,2,ML Intern,Not Placed,Male,Tier 1,Urban
STU_0841,59,71,67,57,43,77,59,80,6.66,2,1,4,Data Analyst,Placed,Female,Tier 1,Rural
STU_0842,93,73,52,89,84,49,63,79,7.4,4,2,2,ML Intern,Placed,Female,Tier 3,Semi-Urban
STU_0843,63,74,72,69,53,71,52,64,7.21,2,0,3,Data Analyst,Not Placed,Female,Tier 1,Urban
STU_0844,77,84,54,70,66,71,66,64,7.37,3,0,4,Data Science Intern,Placed,Male,Tier 1,Semi-Urban
STU_0845,57,69,61,52,56,71,59,59,5.59,1,0,2,Data Analyst,Not Placed,Other,Tier 2,Urban
STU_0846,53,65,87,62,53,73,79,76,7.2,2,0,2,Business Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0847,47,97,86,62,50,73,80,59,7.2,2,1,3,Data Analyst,Not Placed,Female,Tier 2,Rural
STU_0848,71,67,67,70,53,56,57,69,6.52,2,1,3,Data Science Intern,Not Placed,Female,Tier 2,Rural
STU_0849,99,66,57,83,82,67,68,82,7.63,4,1,1,Data Scientist,Placed,Male,Tier 3,Urban
STU_0850,85,82,71,83,93,63,79,79,7.95,3,1,1,Data Scientist,Placed,Male,Tier 1,Urban
STU_0851,57,74,71,62,48,61,71,48,6.49,2,0,3,Data Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0852,47,75,77,70,30,78,54,66,7.23,1,3,2,BI Analyst,Not Placed,Female,Tier 3,Rural
STU_0853,48,70,81,64,46,65,71,78,6.52,2,0,3,Business Analyst,Not Placed,Male,Tier 3,Rural
STU_0854,58,77,59,79,62,59,65,67,6.06,3,2,2,Data Science Intern,Placed,Male,Tier 1,Urban
STU_0855,51,69,81,55,58,82,90,97,7.72,3,1,2,Business Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0856,59,91,80,59,65,84,66,74,7.64,2,0,2,Data Analyst,Placed,Male,Tier 1,Rural
STU_0857,58,87,61,59,58,75,68,59,6.77,3,1,2,Data Analyst,Not Placed,Female,Tier 3,Urban
STU_0858,89,75,48,71,80,63,63,82,6.14,2,0,1,Data Scientist,Not Placed,Female,Tier 3,Rural
STU_0859,81,73,54,90,86,60,75,88,7.72,4,0,2,Data Scientist,Placed,Female,Tier 1,Urban
STU_0860,44,71,80,58,40,79,52,62,6.42,2,0,3,Data Analyst,Not Placed,Male,Tier 2,Urban
STU_0861,59,76,84,58,59,85,79,76,7.14,2,0,3,BI Analyst,Not Placed,Female,Tier 3,Urban
STU_0862,82,62,64,86,88,58,64,92,6.94,4,1,2,Data Scientist,Placed,Male,Tier 1,Semi-Urban
STU_0863,81,88,62,88,86,59,77,93,7.12,4,1,1,Data Scientist,Placed,Female,Tier 1,Rural
STU_0864,82,70,46,81,92,49,57,65,5.93,2,3,2,Data Scientist,Placed,Male,Tier 1,Semi-Urban
STU_0865,31,26,72,39,25,63,62,62,5.5,0,0,3,Business Analyst,Not Placed,Male,Tier 2,Urban
STU_0866,97,66,49,87,92,47,70,81,7.59,3,2,1,Data Scientist,Placed,Female,Tier 3,Urban
STU_0867,56,97,96,75,70,96,78,76,8.14,3,1,3,Data Analyst,Placed,Male,Tier 3,Semi-Urban
STU_0868,61,88,90,72,42,94,76,73,7.66,3,0,4,Data Analyst,Placed,Female,Tier 1,Semi-Urban
STU_0869,63,92,58,66,38,91,76,76,6.91,4,0,3,BI Analyst,Placed,Female,Tier 1,Semi-Urban
STU_0870,68,55,59,76,75,51,73,65,7.03,2,0,3,Data Science Intern,Not Placed,Female,Tier 2,Urban
STU_0871,57,62,89,71,40,71,90,99,8.06,2,0,2,Business Analyst,Not Placed,Other,Tier 3,Semi-Urban
STU_0872,39,72,94,54,38,62,80,65,6.89,2,0,2,Business Analyst,Not Placed,Male,Tier 2,Rural
STU_0873,88,82,52,79,76,55,66,77,7.6,3,0,3,ML Intern,Placed,Male,Tier 2,Semi-Urban
STU_0874,51,62,90,62,50,76,96,88,6.89,3,0,3,Business Analyst,Placed,Female,Tier 2,Semi-Urban
STU_0875,69,99,88,83,62,69,83,76,7.61,4,0,3,Data Analyst,Placed,Female,Tier 1,Rural
STU_0876,75,98,91,84,61,99,81,81,9.44,3,2,1,Data Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0877,81,72,57,83,80,40,69,87,7.73,4,0,2,ML Intern,Placed,Female,Tier 3,Semi-Urban
STU_0878,76,77,54,75,80,37,67,66,6.26,3,1,2,ML Intern,Placed,Male,Tier 1,Semi-Urban
STU_0879,56,89,66,56,52,80,72,68,7.07,4,1,2,Data Analyst,Not Placed,Male,Tier 2,Urban
STU_0880,60,51,73,45,37,68,85,60,6.17,1,0,1,Business Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0881,45,62,85,57,46,62,93,84,6.42,2,2,2,Business Analyst,Placed,Male,Tier 2,Rural
STU_0882,74,58,44,81,74,45,63,71,6.05,2,0,2,ML Intern,Not Placed,Male,Tier 2,Urban
STU_0883,61,71,82,61,47,77,66,68,6.82,2,0,2,Data Analyst,Not Placed,Male,Tier 2,Rural
STU_0884,57,81,81,58,49,82,59,79,6.92,3,1,3,Data Analyst,Not Placed,Male,Tier 3,Semi-Urban
STU_0885,61,67,84,57,47,78,77,69,6.33,2,0,3,BI Analyst,Not Placed,Male,Tier 2,Urban
STU_0886,61,79,75,75,62,88,73,67,7.65,3,0,2,Data Analyst,Placed,Male,Tier 2,Semi-Urban
STU_0887,81,77,50,79,78,53,59,82,7.05,5,0,1,ML Intern,Placed,Female,Tier 1,Urban
STU_0888,56,58,83,56,34,66,86,82,7.09,2,0,2,Business Analyst,Not Placed,Male,Tier 3,Rural
STU_0889,61,78,85,67,56,63,37,70,6.59,2,0,4,Data Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0890,40,61,83,73,49,74,92,84,7.12,3,1,2,Business Analyst,Placed,Male,Tier 3,Rural
STU_0891,87,80,50,85,79,56,68,91,6.98,3,0,2,ML Intern,Placed,Male,Tier 2,Semi-Urban
STU_0892,40,71,80,60,45,74,65,75,6.69,2,1,4,BI Analyst,Not Placed,Male,Tier 1,Semi-Urban
STU_0893,52,80,74,50,52,86,88,59,5.71,0,0,3,BI Analyst,Not Placed,Male,Tier 1,Rural
STU_0894,55,51,84,66,28,69,79,73,6.82,3,0,2,Business Analyst,Not Placed,Female,Tier 3,Urban
STU_0895,82,70,46,73,80,43,47,76,6.61,1,0,3,ML Intern,Not Placed,Female,Tier 2,Semi-Urban
STU_0896,48,61,74,52,40,56,68,71,6.24,1,1,2,Business Analyst,Not Placed,Female,Tier 1,Urban
STU_0897,52,55,74,52,39,67,99,86,7.07,1,0,2,Business Analyst,Not Placed,Male,Tier 1,Rural
STU_0898,86,85,62,70,66,76,68,67,8.03,4,1,3,Data Science Intern,Placed,Male,Tier 2,Semi-Urban
STU_0899,60,82,83,71,47,84,65,70,6.1,2,2,3,Data Analyst,Placed,Male,Tier 1,Rural
STU_0900,68,78,77,73,47,76,73,86,7.16,3,0,3,Data Analyst,Placed,Female,Tier 2,Rural
STU_0901,59,70,92,56,50,76,92,85,6.6,3,0,2,Business Analyst,Not Placed,Male,Tier 1,Urban
STU_0902,64,79,80,58,49,88,70,69,6.98,3,2,3,Data Analyst,Placed,Male,Tier 2,Urban
STU_0903,78,74,74,83,54,78,61,75,7.33,2,0,3,Data Analyst,Placed,Male,Tier 1,Semi-Urban
STU_0904,89,67,58,81,83,49,75,82,6.17,3,0,1,Data Scientist,Placed,Female,Tier 2,Semi-Urban
STU_0905,84,76,60,79,80,57,79,84,7.93,4,0,2,Data Scientist,Placed,Female,Tier 2,Urban
STU_0906,78,72,54,72,74,50,70,87,6.85,1,0,4,Data Science Intern,Placed,Female,Tier 1,Urban
STU_0907,52,78,67,57,30,80,67,60,5.5,0,1,1,BI Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0908,59,57,82,60,37,73,71,87,7.53,2,1,1,Business Analyst,Placed,Male,Tier 2,Urban
STU_0909,57,65,85,65,57,83,87,81,7.33,4,2,2,Business Analyst,Placed,Female,Tier 1,Rural
STU_0910,60,61,89,66,52,83,80,70,7.23,3,1,3,Business Analyst,Placed,Male,Tier 2,Rural
STU_0911,86,94,80,99,85,49,53,76,6.87,3,0,2,Data Scientist,Placed,Male,Tier 2,Semi-Urban
STU_0912,55,78,97,68,45,71,93,91,8.47,3,0,2,Business Analyst,Not Placed,Female,Tier 2,Urban
STU_0913,89,61,59,82,78,45,68,73,7.27,3,1,2,ML Intern,Placed,Female,Tier 1,Urban
STU_0914,63,67,81,61,46,68,79,86,7.45,2,0,2,Business Analyst,Placed,Other,Tier 2,Semi-Urban
STU_0915,88,77,68,77,91,48,55,60,6.83,3,0,2,Data Scientist,Placed,Female,Tier 1,Rural
STU_0916,80,71,62,84,71,53,62,61,7.11,3,1,1,Data Scientist,Placed,Male,Tier 2,Urban
STU_0917,46,59,98,65,53,64,97,93,7.5,3,1,3,Business Analyst,Placed,Female,Tier 2,Urban
STU_0918,65,73,75,86,71,66,70,79,7.92,2,0,2,Data Science Intern,Placed,Female,Tier 2,Urban
STU_0919,64,74,85,55,41,91,80,76,7.05,1,1,4,BI Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0920,50,76,84,66,42,79,60,81,6.62,3,0,2,Data Analyst,Not Placed,Female,Tier 1,Semi-Urban
STU_0921,68,85,88,62,54,97,76,68,7.08,4,1,2,BI Analyst,Placed,Other,Tier 3,Urban
STU_0922,75,78,69,94,89,57,54,75,7.56,4,1,2,Data Scientist,Placed,Female,Tier 1,Semi-Urban
STU_0923,64,62,62,83,64,53,59,66,6.27,1,0,4,Data Science Intern,Not Placed,Male,Tier 3,Semi-Urban
STU_0924,38,69,70,52,40,78,49,63,5.5,0,0,3,BI Analyst,Not Placed,Female,Tier 2,Semi-Urban
STU_0925,77,65,49,84,78,43,67,62,6.3,4,0,2,Data Scientist,Not Placed,Female,Tier 3,Semi-Urban
STU_0926,57,78,81,75,36,72,60,67,6.75,1,0,3,Data Analyst,Not Placed,Male,Tier 1,Rural
STU_0927,49,57,78,49,50,73,89,75,6.69,2,0,3,Business Analyst,Not Placed,Male,Tier 2,Semi-Urban
STU_0928,79,67,62,75,95,47,67,87,7.22,2,1,1,Data Scientist,Placed,Female,Tier 2,Semi-Urban
STU_0929,88,67,44,65,90,59,56,63,6.45,4,0,1,ML Intern,Not Placed,Male,Tier 3,Rural
STU_0930,39,62,90,79,57,82,89,83,7.46,3,0,1,Business Analyst,Not Placed,Female,Tier 3,Rural
STU_0931,74,85,66,65,47,76,74,71,7.0,3,1,1,Data Analyst,Placed,Male,Tier 1,Urban
STU_0932,57,91,74,77,44,88,73,72,7.2,2,2,3,BI Analyst,Placed,Other,Tier 2,Urban
STU_0933,80,78,62,70,92,61,76,63,7.24,2,1,2,Data Science Intern,Placed,Male,Tier 2,Rural
STU_0934,77,69,58,58,78,44,63,63,6.87,2,1,3,Data Scientist,Placed,Male,Tier 1,Urban
STU_0935,61,85,77,70,48,69,81,65,7.79,3,0,3,Data Analyst,Placed,Male,Tier 1,Rural
STU_0936,48,67,79,53,46,80,76,78,7.7,3,1,2,Business Analyst,Not Placed,Female,Tier 3,Urban
STU_0937,52,82,84,65,52,71,72,81,7.64,2,1,3,Data Analyst,Not Placed,Male,Tier 2,Rural
STU_0938,60,62,63,79,53,55,65,66,5.61,2,0,3,Data Science Intern,Not Placed,Male,Tier 1,Semi-Urban
STU_0939,36,78,84,61,36,66,74,69,6.54,2,1,2,Data Analyst,Placed,Female,Tier 1,Semi-Urban
STU_0940,94,83,59,87,86,66,81,88,7.06,4,0,2,Data Scientist,Placed,Male,Tier 2,Urban
STU_0941,41,66,91,67,42,96,77,74,7.41,3,0,2,Business Analyst,Not Placed,Female,Tier 2,Rural
STU_0942,82,87,49,77,86,53,59,76,6.29,2,1,1,Data Scientist,Placed,Female,Tier 2,Urban
STU_0943,84,71,59,76,84,47,61,70,7.33,2,0,3,ML Intern,Placed,Female,Tier 2,Urban
STU_0944,62,95,95,56,54,86,77,79,8.28,3,3,2,BI Analyst,Placed,Male,Tier 1,Urban
STU_0945,49,55,64,47,46,45,88,78,6.13,1,0,2,Business Analyst,Not Placed,Female,Tier 2,Rural
STU_0946,80,89,73,79,70,93,71,79,8.04,4,0,4,Data Analyst,Placed,Male,Tier 1,Semi-Urban
STU_0947,54,71,83,55,41,65,52,67,6.65,1,0,3,Data Analyst,Not Placed,Female,Tier 3,Semi-Urban
STU_0948,86,74,57,84,86,60,68,79,7.79,2,0,3,Data Science Intern,Placed,Female,Tier 1,Semi-Urban
STU_0949,67,74,66,65,52,84,68,76,6.91,3,1,2,BI Analyst,Not Placed,Male,Tier 3,Rural
STU_0950,92,73,63,77,90,59,66,79,7.1,5,1,2,Data Scientist,Placed,Male,Tier 2,Semi-Urban
